task_id,priority,theme,region_bucket,seed_ticker,seed_company,market_country,asset_pool,bfs_depth,module,current_pool,source_targets,extraction_keywords,expansion_goal,agent_prompt
DISC-0122,P0_expand_now,compute_gpu_asic,satellite_non_us,2382.TW,Quanta,台湾,卫星资产池,D2,AI server ODM,候选池,"10-K/20-F, annual report, product roadmap, platform BOM, hyperscaler customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; GPU; accelerator; ASIC; chiplet; CoWoS; HBM; CUDA; TPU,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 2382.TW Quanta. Module: AI server ODM. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0119,P0_expand_now,compute_gpu_asic,satellite_non_us,3037.TW,Unimicron,台湾,卫星资产池,D3,ABF substrate / PCB,核心候选,"10-K/20-F, annual report, product roadmap, platform BOM, hyperscaler customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; GPU; accelerator; ASIC; chiplet; CoWoS; HBM; CUDA; TPU,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 3037.TW Unimicron. Module: ABF substrate / PCB. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0127,P0_expand_now,compute_gpu_asic,satellite_non_us,3443.TW,GUC,台湾,卫星资产池,D3,ASIC design service,候选池,"10-K/20-F, annual report, product roadmap, platform BOM, hyperscaler customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; GPU; accelerator; ASIC; chiplet; CoWoS; HBM; CUDA; TPU,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 3443.TW GUC. Module: ASIC design service. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0126,P0_expand_now,compute_gpu_asic,satellite_non_us,3661.TW,Alchip,台湾,卫星资产池,D3,ASIC design service,核心候选,"10-K/20-F, annual report, product roadmap, platform BOM, hyperscaler customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; GPU; accelerator; ASIC; chiplet; CoWoS; HBM; CUDA; TPU,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 3661.TW Alchip. Module: ASIC design service. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0100,P0_expand_now,compute_gpu_asic,satellite_non_us,4062.T,Ibiden,日本,卫星资产池,D3,ABF substrate,核心候选,"10-K/20-F, annual report, product roadmap, platform BOM, hyperscaler customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; GPU; accelerator; ASIC; chiplet; CoWoS; HBM; CUDA; TPU,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 4062.T Ibiden. Module: ABF substrate. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0097,P0_expand_now,compute_gpu_asic,satellite_non_us,6857.T,Advantest,日本,卫星资产池,D3,ATE / memory & SoC test,核心候选,"10-K/20-F, annual report, product roadmap, platform BOM, hyperscaler customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; GPU; accelerator; ASIC; chiplet; CoWoS; HBM; CUDA; TPU,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 6857.T Advantest. Module: ATE / memory & SoC test. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0109,P0_expand_now,hbm_memory_storage,satellite_non_us,042700.KQ,Hanmi Semiconductor,韩国,卫星资产池,D3,HBM bonding equipment,核心候选,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 042700.KQ Hanmi Semiconductor. Module: HBM bonding equipment. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0110,P0_expand_now,hbm_memory_storage,satellite_non_us,058470.KQ,Leeno,韩国,卫星资产池,D3,Test sockets/probes,候选池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 058470.KQ Leeno. Module: Test sockets/probes. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0111,P0_expand_now,hbm_memory_storage,satellite_non_us,095340.KQ,ISC,韩国,卫星资产池,D3,Test sockets,候选池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 095340.KQ ISC. Module: Test sockets. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0112,P0_expand_now,hbm_memory_storage,satellite_non_us,131290.KQ,TSE,韩国,卫星资产池,D3,Probe/test interface,雷达/候选池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 131290.KQ TSE. Module: Probe/test interface. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0116,P0_expand_now,hbm_memory_storage,satellite_non_us,2360.TW,Chroma,台湾,卫星资产池,D3,Power/semiconductor test,候选池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 2360.TW Chroma. Module: Power/semiconductor test. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0102,P0_expand_now,hbm_memory_storage,satellite_non_us,4004.T,Resonac,日本,卫星资产池,D3-D4,Packaging/semiconductor materials,候选池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 4004.T Resonac. Module: Packaging/semiconductor materials. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0098,P0_expand_now,hbm_memory_storage,satellite_non_us,6146.T,DISCO,日本,卫星资产池,D3,Dicing/grinding/thinning,核心候选,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 6146.T DISCO. Module: Dicing/grinding/thinning. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0117,P0_expand_now,hbm_memory_storage,satellite_non_us,6223.TW,MPI,台湾,卫星资产池,D3,Probe card/test interface,候选池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 6223.TW MPI. Module: Probe card/test interface. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0099,P0_expand_now,hbm_memory_storage,satellite_non_us,6315.T,TOWA,日本,卫星资产池,D3,Molding/advanced packaging equipment,核心候选,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 6315.T TOWA. Module: Molding/advanced packaging equipment. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0118,P0_expand_now,hbm_memory_storage,satellite_non_us,6515.TW,WinWay,台湾,卫星资产池,D3,Probe card / test socket,候选池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 6515.TW WinWay. Module: Probe card / test socket. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0128,P0_expand_now,hbm_memory_storage,satellite_non_us,8299.TWO,Phison,台湾,卫星资产池,D3,SSD controller,候选池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 8299.TWO Phison. Module: SSD controller. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0129,P0_expand_now,hbm_memory_storage,satellite_non_us,BESI.AS,BE Semiconductor Industries,欧洲,卫星资产池,D3,Hybrid bonding / advanced packaging equipment,核心候选,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: BESI.AS BE Semiconductor Industries. Module: Hybrid bonding / advanced packaging equipment. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0125,P0_expand_now,optics_photonics_cpo,satellite_non_us,2301.TW,Lite-On,台湾,卫星资产池,D3,Power supply / optoelectronics,候选/雷达池,"annual report, OFC/OCP product pages, 800G/1.6T/CPO qualification, laser capacity disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; CPO; LPO; silicon photonics; InP; EML; DFB; external light source,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 2301.TW Lite-On. Module: Power supply / optoelectronics. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0123,P0_expand_now,other,satellite_non_us,6669.TW,Wiwynn,台湾,卫星资产池,D2,AI server ODM,候选池,"annual report, quarterly results, investor presentation, official product and customer pages",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 6669.TW Wiwynn. Module: AI server ODM. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0124,P0_expand_now,power_cooling_grid,satellite_non_us,2308.TW,Delta Electronics,台湾,卫星资产池,D2-D3,Power supply + thermal,核心候选,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 2308.TW Delta Electronics. Module: Power supply + thermal. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0141,P0_expand_now,power_cooling_grid,satellite_non_us,ABBN.SW / ABB,ABB,欧洲,卫星资产池,D2-D4,Grid/electrification/automation,核心/候选池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: ABBN.SW / ABB ABB. Module: Grid/electrification/automation. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0138,P0_expand_now,power_cooling_grid,satellite_non_us,IFX.DE,Infineon,欧洲,卫星资产池,D3-D4,Power semiconductors,候选/雷达池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: IFX.DE Infineon. Module: Power semiconductors. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0142,P0_expand_now,power_cooling_grid,satellite_non_us,MTRS.ST,Munters,欧洲,卫星资产池,D3,Thermal management,候选/雷达池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: MTRS.ST Munters. Module: Thermal management. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0139,P0_expand_now,power_cooling_grid,satellite_non_us,SU.PA,Schneider Electric,欧洲,卫星资产池,D2-D4,Data center electrical equipment,核心池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: SU.PA Schneider Electric. Module: Data center electrical equipment. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0045,P1_expand_after_p0,compute_gpu_asic,US,DOCN,DigitalOcean,US,美国资产池,D1-D3,SMB cloud / AI cloud services,雷达池,"10-K/20-F, annual report, product roadmap, platform BOM, hyperscaler customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; GPU; accelerator; ASIC; chiplet; CoWoS; HBM; CUDA; TPU,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: DOCN DigitalOcean. Module: SMB cloud / AI cloud services. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0024,P1_expand_after_p0,hbm_memory_storage,US,COHU,Cohu,US,美国资产池,D3,Test handlers / sockets,雷达池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: COHU Cohu. Module: Test handlers / sockets. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0146,P1_expand_after_p0,optics_photonics_cpo,US,TSEM,Tower Semiconductor,以色列/US,卫星资产池,D3-D4,Specialty foundry / SiPh,雷达池,"annual report, OFC/OCP product pages, 800G/1.6T/CPO qualification, laser capacity disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; CPO; LPO; silicon photonics; InP; EML; DFB; external light source,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: TSEM Tower Semiconductor. Module: Specialty foundry / SiPh. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0044,P1_expand_after_p0,power_cooling_grid,US,WULF,TeraWulf,US,美国资产池,D1-D4,Powered data center / HPC transition,雷达池,"annual report, backlog, book-to-bill, lead-time commentary, data center customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; liquid cooling; CDU; cold plate; UPS; PDU; switchgear; transformer; MW,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: WULF TeraWulf. Module: Powered data center / HPC transition. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0086,P1_expand_after_p0,compute_gpu_asic,china_hk,3896.HK / KC,金山云,H股/ADR,中国资产池,D1-D4,Cloud / AI cloud,雷达池,"10-K/20-F, annual report, product roadmap, platform BOM, hyperscaler customer disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; GPU; accelerator; ASIC; chiplet; CoWoS; HBM; CUDA; TPU,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 3896.HK / KC 金山云. Module: Cloud / AI cloud. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0081,P1_expand_after_p0,hbm_memory_storage,china_hk,000021.SZ,深科技,A股主板,中国资产池,D3-D4,EMS/storage packaging/test,雷达池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 000021.SZ 深科技. Module: EMS/storage packaging/test. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0093,P1_expand_after_p0,hbm_memory_storage,china_hk,688008.SH,澜起科技,A股科创板,中国资产池,D3,Memory interface/CXL,排除池,"annual report, quarterly earnings, HBM roadmap, capacity expansion, customer qualification notes",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; HBM3E; HBM4; server DRAM; enterprise SSD; QLC; CXL,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 688008.SH 澜起科技. Module: Memory interface/CXL. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0058,P1_expand_after_p0,optics_photonics_cpo,china_hk,002384.SZ,东山精密,A股主板,中国资产池,D3,PCB/precision components,雷达池,"annual report, OFC/OCP product pages, 800G/1.6T/CPO qualification, laser capacity disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; CPO; LPO; silicon photonics; InP; EML; DFB; external light source,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 002384.SZ 东山精密. Module: PCB/precision components. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0064,P1_expand_after_p0,optics_photonics_cpo,china_hk,002902.SZ,铭普光磁,A股主板,中国资产池,D3-D5,Optical/magnetic components,雷达池,"annual report, OFC/OCP product pages, 800G/1.6T/CPO qualification, laser capacity disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; CPO; LPO; silicon photonics; InP; EML; DFB; external light source,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 002902.SZ 铭普光磁. Module: Optical/magnetic components. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0089,P1_expand_after_p0,optics_photonics_cpo,china_hk,300308.SZ,中际旭创,A股创业板,中国资产池,D2-D3,Optical modules,排除池,"annual report, OFC/OCP product pages, 800G/1.6T/CPO qualification, laser capacity disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; CPO; LPO; silicon photonics; InP; EML; DFB; external light source,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 300308.SZ 中际旭创. Module: Optical modules. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0091,P1_expand_after_p0,optics_photonics_cpo,china_hk,300394.SZ,天孚通信,A股创业板,中国资产池,D3,Optical components,排除池,"annual report, OFC/OCP product pages, 800G/1.6T/CPO qualification, laser capacity disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; CPO; LPO; silicon photonics; InP; EML; DFB; external light source,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 300394.SZ 天孚通信. Module: Optical components. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
DISC-0090,P1_expand_after_p0,optics_photonics_cpo,china_hk,300502.SZ,新易盛,A股创业板,中国资产池,D2-D3,Optical modules,排除池,"annual report, OFC/OCP product pages, 800G/1.6T/CPO qualification, laser capacity disclosures",AI; accelerated computing; data center; hyperscale; HPC; customer; supplier; backlog; capacity; qualification; lead time; gross margin; capex; free cash flow; CPO; LPO; silicon photonics; InP; EML; DFB; external light source,"Find upstream suppliers, downstream customers, peer suppliers, equipment/material bottlenecks, and cross-disclosed companies that can be mapped into D1-D5 BFS with evidence status.","Seed: 300502.SZ 新易盛. Module: Optical modules. Read primary filings/product pages and extract named customers, suppliers, equipment, materials, capacity constraints, backlog drivers, and direct competitors. Return only source-backed candidates or clearly mark pending verification."
